id,university_id,university,campus_name,campus_address,department,country,city,degree,language,status,status_color,years,fees,discount_fees,cash_fees,deposit_fee,currency,fees_note,prep_school_fee
2387,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البيولوجيا الجزيئية وعلم الوراثة,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2386,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة الطبية الحيوية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2385,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة الطبية الحيوية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2384,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,دكتوراه,التركية,متاح,#28D094,2026-2027,9000,9000,9000,4500,USD,-,1250
2383,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللغة الإنجليزية وآدابها,تركيا,إسطنبول,دكتوراه,الإنجليزية,متاح,#28D094,2026-2027,9000,9000,9000,4500,USD,-,9000
2382,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",دراسات الترجمة,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2381,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الأدب الأنجلو أمريكي والكتابة الإبداعية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2380,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الأدب الأنجلو أمريكي والكتابة الإبداعية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2379,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الأعمال,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2378,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الأعمال,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2377,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الاقتصاد والمالية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2376,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الاقتصاد والمالية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2375,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللغة الإنجليزية وآدابها,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2374,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",القانون الخاص,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2373,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",القانون العام,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2372,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",وسائل الإعلام الجديدة والاتصالات,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2371,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",وسائل الإعلام الجديدة والاتصالات,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2370,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2369,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2368,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التربية البدنية والرياضة,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2367,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",علم الأحياء الدقيقة الطبية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2366,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الصحة,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2365,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الصحة,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2364,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",علم الأجنة السريري,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2363,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الصحة والسلامة المهنية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,#28D094,2026-2027,3500,3500,3500,1750,USD,-,1250
2362,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الصحة والسلامة المهنية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,#28D094,2026-2027,4000,4000,4000,2000,USD,-,1250
2361,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",برمجة الكمبيوتر,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3400,1700,1700,1700,USD,-,1250
2360,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة السياحة والفنادق,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2359,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البرمجة الإذاعية والتليفزيونية,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2358,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",خدمات مكتب المحكمة,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2357,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللوجستية,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2356,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلاقات العامة والدعاية,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2355,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التجارة الخارجية,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2354,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البنوك والتأمين,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2353,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",خدمات رعاية المسنين,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2352,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تقنيات المختبرات الطبية,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2351,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تكنولوجيا معالجة البيانات الطبية,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2350,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تقنيات التصوير الطبي,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2349,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البصريات,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2348,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",قياس السمع,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2347,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الإسعافات الأولية والطوارئ,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2346,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",خدمات الصيدلية,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2345,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تنمية الطفل,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2344,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التخدير,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2343,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",خدمات غرفة العمليات,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2342,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",صحة الفم والأسنان,تركيا,إسطنبول,دبلوم,التركية,متاح,#28D094,2026-2027,3000,1500,1500,1500,USD,-,1250
2341,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التدريب على التدريب,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2340,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الترفيه,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2339,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الإعلام الجديد والصحافة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2338,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الإذاعة والتلفزيون والسينما,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2337,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلاقات العامة والإعلان,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2336,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تصميم الاتصالات المرئية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2335,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الفنون المسرحية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2334,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التصميم الجرافيكي,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2333,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللغة التركية وآدابها,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2332,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",علم النفس,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2331,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البيولوجيا الجزيئية وعلم الوراثة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2330,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الترجمة والترجمة الفورية,تركيا,إسطنبول,بكالوريوس,الإنجليزية / التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,5000
2329,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللغة الإنجليزية وآدابها,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,5000
2328,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الصحة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2327,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الصحة والسلامة المهنية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2326,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تمريض,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2325,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلاج الطبيعي والتأهيل,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2324,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التغذية وعلم الحمية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,5000
2323,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العمارة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2322,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة المعمارية الداخلية والتصميم البيئي,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2321,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة الكهربائية والإلكترونية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2320,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة الطبية الحيوية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2319,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التجارة الدولية واللوجستيات,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2318,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2317,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الأعمال,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2316,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",قانون,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,5000,2500,2500,2500,USD,-,1250
2315,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الصيدلة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,10000,7500,7125,5000,USD,-,1250
2314,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",طب الأسنان,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,17000,13000,12350,8500,USD,-,1250
2313,32,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الطب البشري,تركيا,إسطنبول,بكالوريوس,التركية,متاح,#28D094,2026-2027,17000,13000,12350,8500,USD,-,1250
