type,id,university,campus_name,campus_address,department_or_scope,country,city,degree,language,status,years,fees,discount_fees_or_price,cash_fees,deposit_fee,currency,notes,extra
program,2080,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,اللغة الإنجليزية وآدابها,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,2500,2500,2500,1000,USD,-,0
program,2079,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,فلسفة,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,1950,1950,1950,1000,USD,-,0
program,2078,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,البنوك والتأمين,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2250,2250,2250,1000,USD,-,0
program,2077,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,وسائل الإعلام الجديدة والاتصالات,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2000,2000,2000,1000,USD,-,0
program,2076,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,الإذاعة والتلفزيون والسينما,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2000,2000,2000,1000,USD,-,0
program,2075,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,العلاقات العامة والإعلان,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2000,2000,2000,1000,USD,-,0
program,2074,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,تصميم الاتصالات المرئية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,1950,1950,1950,1000,USD,-,0
program,2073,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,تصميم وإدارة الأفلام,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,1950,1950,1950,1000,USD,-,0
program,2072,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,نظم المعلومات الإدارية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2250,2250,2250,1000,USD,-,0
program,2071,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,نظم المعلومات الإدارية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,2500,2500,2500,1000,USD,-,0
program,2070,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,علم البيانات والتحليلات,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2250,2250,2250,1000,USD,-,0
program,2069,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,التجارة الدولية والأعمال,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2250,2250,2250,1000,USD,-,0
program,2068,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,التجارة الدولية والأعمال,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,2500,2500,2500,1000,USD,-,0
program,2067,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,2500,2500,2500,1000,USD,-,0
program,2066,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,إدارة الأعمال,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2250,2250,2250,1000,USD,-,0
program,2065,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,إدارة الأعمال,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,2500,2500,2500,1000,USD,-,0
program,2064,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,إدارة الطيران,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2000,2000,2000,1000,USD,-,0
program,2063,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,الاقتصاد,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2250,2250,2250,1000,USD,-,0
program,2062,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,الاقتصاد,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,2500,2500,2500,1000,USD,-,0
program,2061,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,المسرح,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2000,2000,2000,1000,USD,-,0
program,2060,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,تصميم الأزياء والمنسوجات,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2000,2000,2000,1000,USD,-,0
program,2059,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,تلوين,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,1950,1950,1950,1000,USD,-,0
program,2058,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,الموسيقى,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2000,2000,2000,1000,USD,-,0
program,2057,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,التصميم الجرافيكي,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2250,2250,2250,1000,USD,-,0
program,2056,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,العمارة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2500,2500,2500,1000,USD,-,0
program,2055,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,الرسوم المتحركة والرسوم المتحركة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2000,2000,2000,1000,USD,-,0
program,2054,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,الهندسة المعمارية الداخلية والتصميم البيئي,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2500,2500,2500,1000,USD,-,0
program,2053,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,فنون الطهي وفنون المطبخ,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2500,2500,2500,1000,USD,-,0
program,2052,جامعة إسطنبول توبكابي,Kazlıçeşme Campus,Profesör Muammer Aksoy Caddesi No:10 Kazlıçeşme/Zeytinburnu/İstanbul,تصميم الألعاب الرقمية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,2000,2000,2000,1000,USD,-,0
program,2051,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",تنمية الطفل,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2050,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",الإسعافات الأولية والطوارئ,تركيا,إسطنبول,دبلوم,الإنجليزية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2049,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",تقنية التعويضات السنية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2048,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",صحة الفم والأسنان,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2047,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",البصريات,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2046,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",العلاج الإشعاعي,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2045,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",خدمات غرفة العمليات,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2044,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",العلاج الطبيعي,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2043,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",قياس السمع,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2042,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",الإسعافات الأولية والطوارئ,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2041,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",التخدير,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2040,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",غسيل الكلى,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2039,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",تقنيات المختبرات الطبية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2038,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",التوثيق الطبي والسكرتارية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2037,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",تقنيات التصوير الطبي,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2036,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",الصيدلة,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,15000,15000,15000,7500,USD,-,0
program,2035,جامعة إسطنبول بهتشه شهير,Göztepe Campus,"Sahrayı Cedid Mahallesi Batman Sokak No: 66 - 68 Yenisahra/Kadıköy Istanbul, Turkey",الطب البشري,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,28000,28000,28000,14000,USD,-,0
program,2034,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",قانون,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,10000,10000,10000,5000,USD,-,0
program,2033,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",علم السمع,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,6375,6375,6375,3188,USD,-,0
program,2032,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",علاج النطق واللغة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,6375,6375,6375,3188,USD,-,0
program,2031,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",تمريض,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6375,6375,6375,3188,USD,-,0
program,2030,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",التغذية وعلم الحمية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6375,6375,6375,3188,USD,-,0
program,2029,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",التغذية وعلم الحمية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,6375,6375,6375,3188,USD,-,0
program,2028,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",العلاج الطبيعي والتأهيل,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,6375,6375,6375,3188,USD,-,0
program,2027,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",العلاج الطبيعي والتأهيل,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6375,6375,6375,3188,USD,-,0
program,2026,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",تمريض,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,6375,6375,6375,3188,USD,-,0
program,2025,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",تقنية أمن المعلومات,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2024,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",هندسة الذكاء الاصطناعي,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,12000,12000,12000,6000,USD,-,0
program,2023,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",البيولوجيا الجزيئية وعلم الوراثة,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2022,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",الهندسة المدنية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2021,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",هندسة الإدارة,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2020,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",الهندسة الطبية الحيوية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2019,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",هندسة نظم الطاقة,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2018,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",هندسة البرمجيات,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2017,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",هندسة الميكاترونكس,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2016,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",الهندسة الصناعية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2015,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",الهندسة الكهربائية والإلكترونية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2014,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",هندسة الكمبيوتر,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,0
program,2013,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",تعليم ما قبل المدرسة,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,5950,5950,5950,2975,USD,-,0
program,2012,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",الإرشاد والتوجيه النفسي,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,5950,5950,5950,2975,USD,-,0
program,2011,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",تدريس اللغة الإنجليزية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,5950,5950,5950,2975,USD,-,0
program,2010,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",الترجمة التحريرية والفورية الإنجليزية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2009,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",التمويل الدولي,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2008,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",علم النفس,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2007,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",علم الاجتماع,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2006,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",إدارة اللوجستيات,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2005,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",الاقتصاد والمالية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2004,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",التجارة الدولية والأعمال,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2003,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",الاقتصاد,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2002,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2001,جامعة إسطنبول بهتشه شهير,Beşiktaş South Campus,"Çırağan Caddesi Osmanpaşa Mektebi Sokak No: 4 - 6 34353 Beşiktaş, Istanbul, Turkey",إدارة الأعمال,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
program,2000,جامعة إسطنبول بهتشه شهير,Beşiktaş Balmumcu Campus,"Barbaros Blv. No:153 Gayrettepe 34357 Beşiktaş, Istanbul, Turkey",طب الأسنان,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,24000,24000,24000,12000,USD,-,0
program,1999,جامعة إسطنبول بهتشه شهير,Galata Campus,"Müeyyetzade Mahallesi Kemeraltı Caddesi Karaoğlan Sokağı No: 24/a Galata/Karaköy Istanbul, Turkey",تصميم الاتصالات المرئية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6800,6800,6800,3400,USD,-,0
program,1998,جامعة إسطنبول بهتشه شهير,Galata Campus,"Müeyyetzade Mahallesi Kemeraltı Caddesi Karaoğlan Sokağı No: 24/a Galata/Karaköy Istanbul, Turkey",العلاقات العامة والدعاية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6800,6800,6800,3400,USD,-,0
program,1997,جامعة إسطنبول بهتشه شهير,Galata Campus,"Müeyyetzade Mahallesi Kemeraltı Caddesi Karaoğlan Sokağı No: 24/a Galata/Karaköy Istanbul, Turkey",الرسوم المتحركة والرسوم المتحركة,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6800,6800,6800,3400,USD,-,0
program,1996,جامعة إسطنبول بهتشه شهير,Galata Campus,"Müeyyetzade Mahallesi Kemeraltı Caddesi Karaoğlan Sokağı No: 24/a Galata/Karaköy Istanbul, Turkey",تصميم الألعاب الرقمية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6800,6800,6800,3400,USD,-,0
program,1995,جامعة إسطنبول بهتشه شهير,Galata Campus,"Müeyyetzade Mahallesi Kemeraltı Caddesi Karaoğlan Sokağı No: 24/a Galata/Karaköy Istanbul, Turkey",وسائل الإعلام الجديدة,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6800,6800,6800,3400,USD,-,0
program,1994,جامعة إسطنبول بهتشه شهير,Galata Campus,"Müeyyetzade Mahallesi Kemeraltı Caddesi Karaoğlan Sokağı No: 24/a Galata/Karaköy Istanbul, Turkey",الإعلان,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6800,6800,6800,3400,USD,-,0
program,1993,جامعة إسطنبول بهتشه شهير,Galata Campus,"Müeyyetzade Mahallesi Kemeraltı Caddesi Karaoğlan Sokağı No: 24/a Galata/Karaköy Istanbul, Turkey",السينما والتلفزيون,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,6800,6800,6800,3400,USD,-,0
program,1992,جامعة إسطنبول بهتشه شهير,Beşiktaş North Campus,"Ihlamur Yıldız Caddesi No:8 Gayrettepe 34353 Beşiktaş, Istanbul, Turkey",تصميم الأزياء والمنسوجات,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,8500,8500,8500,4250,USD,-,0
