type,id,university,campus_name,campus_address,department_or_scope,country,city,degree,language,status,years,fees,discount_fees_or_price,cash_fees,deposit_fee,currency,notes,extra
program,2387,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البيولوجيا الجزيئية وعلم الوراثة,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2386,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة الطبية الحيوية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2385,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة الطبية الحيوية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2384,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,دكتوراه,التركية,متاح,2026-2027,9000,9000,9000,4500,USD,-,1250
program,2383,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللغة الإنجليزية وآدابها,تركيا,إسطنبول,دكتوراه,الإنجليزية,متاح,2026-2027,9000,9000,9000,4500,USD,-,9000
program,2382,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",دراسات الترجمة,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2381,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الأدب الأنجلو أمريكي والكتابة الإبداعية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2380,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الأدب الأنجلو أمريكي والكتابة الإبداعية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2379,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الأعمال,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2378,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الأعمال,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2377,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الاقتصاد والمالية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2376,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الاقتصاد والمالية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2375,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللغة الإنجليزية وآدابها,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2374,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",القانون الخاص,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2373,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",القانون العام,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2372,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",وسائل الإعلام الجديدة والاتصالات,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2371,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",وسائل الإعلام الجديدة والاتصالات,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2370,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2369,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2368,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التربية البدنية والرياضة,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2367,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",علم الأحياء الدقيقة الطبية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2366,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الصحة,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2365,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الصحة,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2364,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",علم الأجنة السريري,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2363,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الصحة والسلامة المهنية,تركيا,إسطنبول,ماجستير بدون أطروحة,التركية,متاح,2026-2027,3500,3500,3500,1750,USD,-,1250
program,2362,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الصحة والسلامة المهنية,تركيا,إسطنبول,ماجستير مع أطروحة,التركية,متاح,2026-2027,4000,4000,4000,2000,USD,-,1250
program,2361,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",برمجة الكمبيوتر,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3400,1700,1700,1700,USD,-,1250
program,2360,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة السياحة والفنادق,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2359,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البرمجة الإذاعية والتليفزيونية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2358,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",خدمات مكتب المحكمة,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2357,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللوجستية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2356,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلاقات العامة والدعاية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2355,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التجارة الخارجية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2354,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البنوك والتأمين,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2353,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",خدمات رعاية المسنين,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2352,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تقنيات المختبرات الطبية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2351,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تكنولوجيا معالجة البيانات الطبية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2350,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تقنيات التصوير الطبي,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2349,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البصريات,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2348,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",قياس السمع,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2347,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الإسعافات الأولية والطوارئ,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2346,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",خدمات الصيدلية,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2345,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تنمية الطفل,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2344,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التخدير,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2343,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",خدمات غرفة العمليات,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2342,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",صحة الفم والأسنان,تركيا,إسطنبول,دبلوم,التركية,متاح,2026-2027,3000,1500,1500,1500,USD,-,1250
program,2341,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التدريب على التدريب,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2340,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الترفيه,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2339,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الإعلام الجديد والصحافة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2338,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الإذاعة والتلفزيون والسينما,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2337,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلاقات العامة والإعلان,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2336,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تصميم الاتصالات المرئية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2335,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الفنون المسرحية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2334,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التصميم الجرافيكي,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2333,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللغة التركية وآدابها,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2332,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",علم النفس,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2331,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",البيولوجيا الجزيئية وعلم الوراثة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2330,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الترجمة والترجمة الفورية,تركيا,إسطنبول,بكالوريوس,الإنجليزية / التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,5000
program,2329,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",اللغة الإنجليزية وآدابها,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,5000,2500,2500,2500,USD,-,5000
program,2328,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الصحة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2327,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الصحة والسلامة المهنية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2326,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",تمريض,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2325,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلاج الطبيعي والتأهيل,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2324,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التغذية وعلم الحمية,تركيا,إسطنبول,بكالوريوس,الإنجليزية,متاح,2026-2027,5000,2500,2500,2500,USD,-,5000
program,2323,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العمارة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2322,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة المعمارية الداخلية والتصميم البيئي,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2321,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة الكهربائية والإلكترونية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2320,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الهندسة الطبية الحيوية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2319,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",التجارة الدولية واللوجستيات,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2318,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",العلوم السياسية والعلاقات الدولية,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2317,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",إدارة الأعمال,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2316,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",قانون,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,5000,2500,2500,2500,USD,-,1250
program,2315,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الصيدلة,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,10000,7500,7125,5000,USD,-,1250
program,2314,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",طب الأسنان,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,17000,13000,12350,8500,USD,-,1250
program,2313,جامعة يني يوزيل,Topkapı Dr. Azmi Ofluoğlu Campus,"Maltepe Mahallesi, Yılanlı Ayazma Caddesi, No: 26 P.K. 34010 Cevizlibağ / Zeytinburnu / İstanbul",الطب البشري,تركيا,إسطنبول,بكالوريوس,التركية,متاح,2026-2027,17000,13000,12350,8500,USD,-,1250
program,2312,جامعة إسطنبول بيلغي,Istanbul Bilgi University Campuses,santralistanbul: Eski Silahtarağa Elektrik Santralı Kazım Karabekir Cad. No: 2/13 34060 Eyüpsultan İstanbul | Kuştepe: İnönü Cad. No: 72 Kuştepe 34387 Şişli / İstanbul | Dolapdere: Hacıahmet Mahallesi Pir Hüsamettin Sokak No:20 34440 Beyoğlu İstanbul,العلاقات العامة,تركيا,إسطنبول,دبلوم,الإنجليزية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
program,2311,جامعة إسطنبول بيلغي,Istanbul Bilgi University Campuses,santralistanbul: Eski Silahtarağa Elektrik Santralı Kazım Karabekir Cad. No: 2/13 34060 Eyüpsultan İstanbul | Kuştepe: İnönü Cad. No: 72 Kuştepe 34387 Şişli / İstanbul | Dolapdere: Hacıahmet Mahallesi Pir Hüsamettin Sokak No:20 34440 Beyoğlu İstanbul,التجارة الدولية,تركيا,إسطنبول,دبلوم,الإنجليزية,متاح,2026-2027,3500,3500,3500,1750,USD,-,0
